Paper ID,Title,Sim1,Sim2,,
7EA79FED,Exponential Family Harmoniums with an Application to Information Retrieval,0.1976190476,0.100898905,,
7FFF2CB7,3D Stereo Viewing Evaluation for the Virtual Haptic Back Project,0.1439393939,0.1008522727,,
7E9DAA28,Space Complexity of Estimation of Distribution Algorithms,0.130952381,0.1007886558,,
789BCE88,Modeling of Manufacturing Execution Systems: An interdisciplinary challenge,0.15,0.1007692308,,
80583F78,Active objects: actions for entity-centric search,0.1574074074,0.1006734007,,
816C706E,Unsupervised Learning of Dense Hierarchical Appearance Representations,0.1574074074,0.1006734007,,
7AAD2988,Tractable Bayesian learning of tree belief networks,0.1574074074,0.1006734007,,
62570CBE,Bayesian Multiscale Methods for Poisson Count Data,0.1574074074,0.1006734007,,
07D6437E,Towards the Acquisition and Representation of a Broad-Coverage Lexicon,0.1157407407,0.1006734007,,
7516DCF3,One-class clustering in the text domain,0.1111111111,0.1006734007,,
0C20EB35,Duality between faithfulness assumptions in Graphical models,0.1583333333,0.1006410256,,
77E21518,Iterative decoding beyond belief propagation,0.15,0.1006410256,,
7AFBCFD0,An Application of Simulated Annealing Algorithm for Soil Sampling Designing,0.1388888889,0.1006410256,,
6BF06739,Probability And Statistics—Contingency table analysis,0.130952381,0.1006410256,,
7FB254B2,A graphical simulation model of the entire DNA process associated with the analysis of short tandem repeat loci.,0.15,0.1006049506,,
79195FA0,Foraging tactics and prey-selection patterns of omnivorous and carnivorous calanoid copepods,0.15,0.1006033183,,
816E0A50,Entity Resolution with Markov Logic,0.1785714286,0.1005799756,,
7ABE2EE1,A combinatorial characterization of the Bethe and the Kikuchi partition functions,0.167989418,0.1005799756,,
011027EF,Nonparametric Discovery of Human Behavior Patterns from Multimodal Data,0.1574074074,0.1005050505,,
7B04E229,Analytical Honeycomb Geometry for Raster and Volume Graphics,0.1785714286,0.1004711955,,
6E36C0AB,Stratified exponential families: Graphical models and model selection,0.1439393939,0.1004662005,,
0BF01780,Stratified Exponential Families: Graphical Models and Model Selection,0.1439393939,0.1004662005,,
7A8CC0C6,A probabilistic algorithm integrating source localization and noise suppression for MEG and EEG data,0.1666666667,0.1004381421,,
75F5F608,Extending Blender: Development of a Haptic Authoring Tool,0.130952381,0.1004201681,,
080816B8,"Interactive graphics, the design process, and education",0.1785714286,0.1003996004,,
8004C23E,Compatible prior distributions for directed acyclic graph models,0.1785714286,0.1003996004,,
5E4A97D3,High-Dimensional Gaussian Graphical Model Selection: Tractable Graph Families,0.1785714286,0.1003996004,,
7B4E1187,"Graphical dynamic linear models: specification, use and graphical transformations",0.167989418,0.1003996004,,
75F63B9E,Challenges in Integrating Nondestructive Evaluation and Finite Element Methods for Realistic Structural Analysis,0.15,0.1003885004,,
7C6AE7AF,Research on DEM interpolation algorithm adaptability with local terrain features,0.1976190476,0.1003663004,,
7D96798D,Towards alignment of architectural domains in security policy specifications,0.167989418,0.1003196803,,
69EA6CBF,Modelling and analysis of distributed simulation protocols with distributed graph transformation,0.1785714286,0.1003163503,,
7478D14E,Distributed Estimation of Variance in Gaussian Graphical Model via Belief Propagation: Accuracy Analysis and Improvement,0.1574074074,0.100267094,,
5CF627FD,Problems for Structure Learning: Aggregation and Computational Complexity,0.1666666667,0.1002525253,,
7FC7DEC5,AND/OR Search Spaces and the Semantic Width of Constraint Networks,0.1666666667,0.1002525253,,
6AFCCB06,Multi-class learning for vessel characterisation in intravascular ultrasound,0.117989418,0.1001443001,,
7CF35ADE,A factorization approach to evaluating simultaneous influence diagrams,0.15,0.1001190476,,
76A23C2B,Multi-way relation classification: application to protein-protein interactions,0.1507936508,0.1001082251,,
7F4F5E90,Code clone detection in practice,0.1369047619,0.1001082251,,
7F210E46,Algebraic Watchdog: Mitigating Misbehavior in Wireless Network Coding,0.1574074074,0.1001068376,,
5C8E46FC,Algebraic Watchdog: Mitigating Misbehavior in Wireless Network Coding,0.1574074074,0.1001068376,,
5ED229FC,Probability Density Decomposition for Conditionally Dependent Random Variables Modeled by Vines,0.1666666667,0.1000816993,,
125A0926,Conservative Sparsification for Efficient Approximate Estimation,0.15,0.1,,
80FC8DF3,Conservative Sparsification for efficient and consistent approximate estimation,0.15,0.1,,
7BA7FBD3,Robust Bayesian clustering,0.15,0.1,,
7C271207,Universality of the Local Marginal Polytope,0.15,0.1,,
068FADEA,A Graphical Representation for the Stochastic Pi-calculus,0.15,0.1,,
5EA2ECBA,An automatic translation from textual E-LOTOS into graphic E-LOTOS,0.15,0.1,,
7761C63D,Universality of the Local Marginal Polytope,0.15,0.1,,
7E49D415,Representation and matching of articulated shapes,0.15,0.1,,
7ADCB6CF,M CASE : model-based CASE,0.15,0.1,,
75B304F8,Modeling anthropomorphism in dynamic human arm movements,0.1388888889,0.1,,
7CF0515A,"P-Net: A Representation for Partially-Sequenced, Multi-stream Activity",0.1037037037,0.1,,
8390340A,Multi-Dimensional Causal Discovery,0.1037037037,0.1,,
01343A9F,Calcul de probabilités et estimation dans des modèles de Markov cachés graphiques,0.096969697,0.1,,
75E819EB,Cavitation sensor with hydrothermally synthesized lead zirconate titanate poly-crystalline film deposited on Ti cylindrical hollow pipe,0.1439393939,0.0999729437,,
789003CB,Effect of ageing on space charge distribution in homogeneous and composite dielectrics,0.1666666667,0.0999417249,,
5F285B93,Update Rules for Parameter Estimation in Continuous Time Bayesian Network,0.167989418,0.0999398749,,
7C80D60D,Numerical‐graphical model for continuous horizontal flow settling tank design,0.1388888889,0.0999358974,,
7BA2F0E0,Automatic target recognition with Bayesian networks for wide-area airborne minefield detection,0.167989418,0.0999278499,,
7FC6E957,A dynamic Bayesian framework to model context and memory in edit distance learning: an application to pronunciation classification,0.1666666667,0.0998769749,,
75A9D550,Moment estimation in delay tomography with spatial dependence,0.1574074074,0.0998290598,,
5CD358D3,"MML, Hybrid Bayesian Network Graphical Models, Statistical Consistency, Invariance and Uniqueness",0.1574074074,0.0998290598,,
7BF42A29,Predicted Stem-Loop Structures and Variation in Nucleotide Sequence of 3' Noncoding Regions Among Animal Calicivirus Genomes,0.15,0.0998196248,,
79AB807B,Maximum likelihood estimation in Gaussian chain graph models under the alternative Markov property,0.1785714286,0.0998176427,,
7D60BD7D,Truth Discovery in Crowdsourced Detection of Spatial Events,0.1666666667,0.0998106061,,
816E5E88,Sequential Input Graphical Model Assessment Diagrams for Analysis of Student Activity Data,0.1976190476,0.0997863248,,
76465BF9,Partial Phase Synchronization for Multivariate Synchronizing Systems,0.1574074074,0.0997863248,,
01F2CA75,Software Packages for Graphical Models: Bayesian Networks,0.1574074074,0.0997863248,,
01A74ECD,A study on graphical model structure for representing statistical shape model of point distribution model,0.15,0.0997631998,,
7F0BF26F,Causality: Objectives and Assessment,0.130952381,0.0997474747,,
7CF8C7E3,"Dynamic Uncertain Causality Graph for Knowledge Representation and Probabilistic Reasoning: Statistics Base, Matrix, and Application",0.1785714286,0.0997354497,,
7C23C95F,"Data, predictions, and decisions in support of people and society",0.130952381,0.0997312872,,
485E6E72,"MML, hybrid Bayesian network graphical models, statistical consistency, invarianc",0.1574074074,0.0997150997,,
7C90959A,Marginal Consistency: Upper-Bounding Partition Functions over Commutative Semirings,0.1574074074,0.0997150997,,
7DA4333B,Reduction mappings between probabilistic Boolean networks,0.1574074074,0.0997150997,,
8099000,Bayesian Networks for Data Prediction,0.1574074074,0.0997150997,,
70AF175C,A framework towards Web services composition modeling and execution,0.1142857143,0.0995726496,,
752D7754,An unsupervised method for joint information extraction and feature mining across different Web sites,0.1976190476,0.099548071,,
7D886FDE,A robust model generation technique for model-based video coding,0.1785714286,0.0995115995,,
7CAF44AC,The demand curve under road pricing and the problem of political feasibility,0.1805555556,0.0994727495,,
7463A73E,Coding Theory and Neural Associative Memories with Exponential Pattern Retrieval Capacity,0.15,0.0994727495,,
7E952C1C,Unsupervised Learning of Categorical Segments in Image Collections,0.1666666667,0.0994318182,,
9882841,Genetic triangulation of graphical models for speech and language processing,0.1944444444,0.0993997669,,
7E1BD42B,Production systems modelling by means of Petri nets,0.1142857143,0.0993997669,,
7A83AE3F,Calculations of plastic strain and resistivity increase in a composite conductor subjected to cyclic strain,0.1574074074,0.0993596681,,
7AF9CF89,"GRN model of probabilistic databases: construction, transition and querying",0.1805555556,0.0993589744,,
7825C242,Efficient Deterministic Approximation Algorithms for Non-myopic Value of Information in Graphical Models,0.1976190476,0.0993406593,,
80CD6DE1,Discrete-Input Two-Dimensional Gaussian Channels With Memory: Estimation and Information Rates Via Graphical Models and Statistical Mechanics,0.1976190476,0.0992507493,,
7CA02F0D,From sashimi to zen‐in: the evolution of concurrent engineering at Fuji Xerox,0.1222222222,0.0991941392,,
077EC7B6,Graphical Models for Wide-Area Activity Analysis in Continuous Videos,0.1785714286,0.0991758242,,
7BF99F9E,Multi-layer temporal graphical model for head pose estimation in real-world videos,0.1785714286,0.0991758242,,
7AEA2639,Modeling Count Data from Multiple Sensors: A Building Occupancy Model,0.1574074074,0.0991373706,,
5B604C19,Correlation Decay in Random Decision Networks,0.1574074074,0.0991161616,,
7595AFE1,Association chain graphs: modelling etiological pathways,0.1785714286,0.0990665584,,
8159E5CD,"Priority windows: A device independent, vector oriented approach",0.1439393939,0.099003774,,
7923913F,A graphical model for estimating stimulus-evoked brain responses from magnetoencephalography data with large background brain activity,0.1574074074,0.0990003053,,
76C29E15,Towards Model-Driven Engineering for Big Data Analytics -- An Exploratory Analysis of Domain-Specific Languages for Machine Learning,0.1944444444,0.098993599,,
7B521C3C,"Predictive graphical model, network‐based medical tool for the prognosis of chronic hepatitis C patients treated with peg‐interferon plus ribavirin",0.167989418,0.0989755037,,
83652DEF,Improvements to Variable Elimination and Symbolic Probabilistic Inference for evaluating Influence Diagrams,0.15,0.0989316239,,
7FDB2445,A graphical approach for modeling time-dependent behavior of DSLs,0.1439393939,0.0989177489,,
5F893D43,Formalizing Computer Forensics Process with UML,0.1082251082,0.0989177489,,
7E5C7E38,Combinatorial constructions of low-density parity-check codes for iterative decoding,0.1785714286,0.0989010989,,
097DE490,Graphical Models of Characters of Groups,0.1785714286,0.0989010989,,
72D6E303,Factor graphs and iterative algorithms,0.1785714286,0.0989010989,,
7C76AC83,Photo-Based Three Dimensional Graphics Models For Multi-Sensor Simulation.,0.1785714286,0.0989010989,,
7F6C724D,Factor graphs and the sum-product algorithm,0.1369047619,0.0989010989,,
0ACBCA8D,Factor Graphs and Algorithms,0.1369047619,0.0989010989,,
6061D919,Low‐Density Parity‐Check Codes: Design and Decoding,0.1369047619,0.0989010989,,
77DCDDA3,Anytime propagation algorithm for min-based possibilistic graphs,0.1369047619,0.0989010989,,
705BFEA6,New Algorithms for Predicting Conformational Polymorphism and Inferring Direct Couplings for Side Chains of Proteins,0.1388888889,0.0988610348,,
5973ACE4,High-Dimensional Structure Estimation in Ising Models: Tractable Graph Families,0.1785714286,0.0988045288,,
7E231F54,Design of probabilistic Boolean networks under the requirement of contextual data consistency,0.1574074074,0.0987179487,,
6EEC7B47,"Dependency networks for inference, collaborative filtering, and data visualization",0.1574074074,0.0987179487,,
812CD2E4,Dynamical structure functions for the reverse engineering of LTI networks,0.1574074074,0.0987179487,,
773F4178,From specifications to specific vagueness: how enterprise software mediates relations in engineering practices,0.167989418,0.0987040737,,
798B1ABD,Representation and contribution-integration challenges in collaborative situation assessment,0.1574074074,0.0986111111,,
84468A86,An assessment of radio frequency induced heating of an implant,0.1222222222,0.0986111111,,
8149D697,MIME: Mutual Information Minimization and Entropy Maximization for Bayesian Belief Propagation,0.1976190476,0.0985347985,,
7A402F52,Predicting survival from out-of-hospital cardiac arrest: A graphic model,0.1439393939,0.098505661,,
74FF1A4B,A feedback system for graphics video coding and networking,0.1369047619,0.098505661,,
810149DD,Message quantization in belief propagation: Structural results in the low-rate regime,0.1944444444,0.0984149184,,
7F1E0DD5,Intelligent automatic generation control: Multi-agent Bayesian networks approach,0.1574074074,0.0984126984,,
0612454E,Graphical Model on Manhattan: A Probabilistic Approach to Mobile Device Positioning,0.1346153846,0.0983882784,,
7EEFE5EC,Gene Expression Network Reconstruction by Convex Feature Selection when Incorporating Genetic Perturbations,0.1574074074,0.0983148796,,
7601A2AB,Eye movements as time-series random variables: A stochastic model of eye movement control in reading,0.15,0.0983058608,,
7B3BC9BB,"Statistical and Information-Theoretic Methods for Self-Organization and Fusion of Multimodal, Networked Sensors",0.1439393939,0.0982683983,,
7C105E15,Multiple change point analysis in random graph series,0.1785714286,0.0982417582,,
756EEC9F,First Order Gaussian Graphs for Efficient Structure Classification,0.1785714286,0.0982142857,,
7DB065A5,Automatic layout of diagrams for software specification,0.167989418,0.0982142857,,
804E5F7E,A Graphical Model for unifying tracking and classification within a multimodal Human-Robot Interaction scenario,0.15,0.0982101232,,
03CEF677,Robust Meeting Event Recognition with a Multi-Modal Mixed-State Graphical Model,0.1666666667,0.098208042,,
7F7B85BF,A Probabilistic Framework for Decentralized Management of Trust and Quality,0.1666666667,0.098208042,,
02AEAA73,Causality and Graphical Models for time series,0.1666666667,0.098208042,,
5A61A549,Imprecise Probability in Graphical Models: Achievements and Challenges,0.1666666667,0.098208042,,
80960B65,Approximate evaluation of marginal association probabilities with belief propagation,0.1666666667,0.098208042,,
810F73D7,Knowledge Transformation by Cross-Domain Belief Propagation,0.130952381,0.098208042,,
7798BBC1,"Simulation modelling of a manufacturing enterprise with complex material, information and control flows",0.1976190476,0.0981913919,,
7EA0AA13,Legal cartels and social contracts Lessons from the economic foundations of government,0.1666666667,0.0981818182,,
75325A7E,Multiple regression analysis on factors associated with nasal carriage of antibiotic-resistant Staphylococcus aureus and it's representation as a graphical model,0.15,0.0981782617,,
806460EB,Deformable probability maps: Probabilistic shape and appearance-based object segmentation,0.1666666667,0.0981746032,,
78FF69A6,Local computation of Gaussian belief functions,0.1574074074,0.0981481481,,
7F26FE6D,The µ-basis of a planar rational curve: properties and computation,0.1574074074,0.0981481481,,
8131BDDA,The Idea about Zero and Infinity in the Multi-Dimensional Graphical Modeling,0.1574074074,0.0981481481,,
79CDB685,Decision analytic networks in artificial intelligence,0.1574074074,0.0981481481,,
796BA3B7,Molecular shape selectivity of EUO zeolites,0.1574074074,0.0981481481,,
752D109F,On the modeling of causal belief networks,0.1157407407,0.0981481481,,
5CDCA705,Moments of minors of Wishart matrices,0.1157407407,0.0981481481,,
7EDFEC4A,Message Error Analysis of Loopy Belief Propagation for the Sum-Product Algorithm,0.1944444444,0.0980574981,,
75A56C80,THE RESEARCH ON THE UNCERTAINTY FACTORS AND THE ADAPTIVE STRATEGIES FOR THE IMPLEMENTATION OF SUPPLY CHAIN MANAGEMENT—USING INFORMATION AND ELECTRONIC INDUSTRY IN TAIWAN AS THE STUDY OBJECT,0.1976190476,0.0980366855,,
7E2E535B,Models and Issues on Probabilistic Data Streams with Bayesian Networks,0.1574074074,0.098010878,,
7AB3199F,Graphical Model for Estimating Oral Bioavailability of Drugs in Humans and Other Species from Their Caco-2 Permeability and in Vitro Liver Enzyme Metabolic Stability Rates,0.1666666667,0.098010323,,
8000315F,Probabilistic independence networks for hidden Markov probability models,0.1666666667,0.097991453,,
7B617F3A,Modeling Approach of Functional Model for Multidomain System,0.1346153846,0.097985348,,
7CFC799C,Estimating the Wrong Graphical Model: Benefits in the Computation-Limited Setting,0.1346153846,0.097985348,,
80F77418,Monte Carlo Optimization of Decentralized Estimation Networks Over Directed Acyclic Graphs Under Communication Constraints,0.1785714286,0.0979504622,,
773A6170,Bayesian networks for discrete multivariate data: an algebraic approach to inference,0.1574074074,0.0978835979,,
5894547E,Graphical Models of Structural Relations between Variables and their Application to Russian Regions (Part One),0.1666666667,0.0978794354,,
7A5BD7F4,Efficient Activity Retrieval through Semantic Graph Queries,0.1785714286,0.0978021978,,
7E54024B,Agent-oriented modelling and specification of Web services,0.1322751323,0.0978021978,,
7735426B,Mechanism of α-Cr precipitation and crystallographic relationships between α-Cr and δ phases in Inconel 718 alloy after long-time thermal exposure,0.1666666667,0.0977994228,,
6C88075F,Graphical Independence Networks with the gRain Package for R,0.1574074074,0.0977777778,,
77BD60BA,Mapping active sites of blood coagulation serine proteases—activated protein C and thrombin—on simple graphics models,0.1785714286,0.0977647353,,
7.985E+094,Copula Gaussian graphical models and their application to modeling functional disability data,0.1574074074,0.0977309727,,
5B8F608B,Multistream recognition of dialogue acts in meetings,0.1037037037,0.0977272727,,
7EAE0C6F,Implementation of the Business Process Modelling Notation (BPMN) in the modelling of anatomic pathology processes,0.1666666667,0.0977069805,,
7EB8E3A2,Triangulating of Dynamic Bayesian networks for isolated digit recognition,0.1574074074,0.0976430976,,
7C783CD7,Variations on Undirected Graphical Models and their Relationships,0.1666666667,0.0976107226,,
80644789,AND/OR search spaces for graphical models,0.1666666667,0.0976107226,,
0C67395C,Audio-Visual Event Recognition with Graphical Models,0.1666666667,0.0976107226,,
04A3E2D0,"Graphical Models, Causality, And Intervention",0.1666666667,0.0976107226,,
0EE4F542,AND/OR Search Spaces for Graphical Models,0.1666666667,0.0976107226,,
772CCE42,Convergence of loopy belief propagation for data association,0.1574074074,0.0976068376,,
03954CC7,"Introduction to numerical petri nets, a general graphical model of concurrent processing systems",0.1346153846,0.0975549451,,
7F3CDC4D,Evaluation of breast cancer service screening programme with a Bayesian approach: mortality analysis in a Finnish region,0.167989418,0.0975440246,,
008083C0,Importance Sampling over AND/OR search spaces,0.130952381,0.0975378788,,
8178E1C7,Deterministic Initialization of Hidden Markov Models for Human Action Recognition,0.167989418,0.0975224775,,
807EA60D,Engineering a method for wide audience requirements elicitation and integrating it to software development,0.15,0.0975212288,,
5DB5C002,Algorithms and complexity results for persuasive argumentation,0.1574074074,0.0975135975,,
79F0702E,Algorithms and complexity results for persuasive argumentation,0.1574074074,0.0975135975,,
5F9F75C9,Faster Rates for training Max-Margin Markov Networks,0.1574074074,0.0974893162,,
80BD2F35,A Hybrid Estimation of Distribution Algorithm for the Minimal Switching Graph Problem,0.1785714286,0.0974886225,,
5F16915B,A 360° Vision for Virtual Organizations Characterization and Modelling: Two Intentional Level Aspects,0.167989418,0.0974765975,,
5A60E540,"Polynomial Graphs With Applications To Graphical Games, Extensive-Form Games, and Games With Emergent Node Tree Structures",0.1785714286,0.0974644403,,
03F5DA2A,Proceedings of the Second International Conference on Knowledge Discovery and Data Mining (KDD-96),0.1666666667,0.0974326599,,
7D1D816F,Distributed Algorithms for Spectrum Access in Cognitive Radio Relay Networks,0.1574074074,0.0974104599,,
5EA2B24A,SymCure: a model-based approach for fault management with causal directed graphs,0.1369047619,0.0974025974,,
7E9A94D1,Ensemble Clustering via Random Walker Consensus Strategy,0.1031746032,0.0973557692,,
7B01FE73,Modeling FMS with decision Petri nets,0.1031746032,0.0973557692,,
779511EC,Graphical models for coded data transmission over inter‐symbol interference channels,0.1574074074,0.0973112536,,
816A31E0,Equilibrium modeling for 3D curvilinear structure tracking of confocal microscopy images,0.15,0.0972943723,,
815185AA,Cutting plane algorithms for variational inference in graphical models,0.1346153846,0.0972649573,,
5B4CCC81,Qualitative reasoning in Bayesian networks,0.1574074074,0.0972222222,,
77C8E4BD,Spatial modeling of the traffic density in cellular networks,0.1574074074,0.0972222222,,
046D400F,Fast manipulation of multi-dimensional arrays in Matlab,0.1574074074,0.0972222222,,
5863D2DB,Nowoczesne metody segmentacji obrazów w wybranych przemysłowych i medycznych systemach wizyjnych,0.1157407407,0.0972222222,,
5D0958F2,Salient object detection via background contrast,0.1157407407,0.0972222222,,
58B653D9,Modeling interorganizational workflows with XML nets,0.0892857143,0.0972222222,,
77F91093,Factor graph models for multisensory data fusion: From low-level features to high level interpretation,0.1785714286,0.0972083472,,
776A490F,Distributions of numbers of runs and scans on directed acyclic graphs with generation,0.1785714286,0.0971620972,,
8072BEF9,The mode oriented stochastic search (MOSS) algorithm for log-linear models with conjugate priors,0.1574074074,0.0971618659,,
7F9FE1C6,Graphical modeling of conditional random fields for human motion recognition,0.1785714286,0.0971320346,,
5B8131EB,Parameter identification in a class of linear structural equation models,0.167989418,0.0971306471,,
726079C5,The Cambridge Handbook of Computational Psychology: Computational Modeling of Visual Information Processing,0.1976190476,0.0970797721,,
78ED460C,Belief Propagation for Min-Cost Network Flow: Convergence and Correctness,0.1157407407,0.0970797721,,
841576D9,Pictures: a simple structured graphics model,0.1785714286,0.0970695971,,
8796624,Pictures: A Structured Graphics Model,0.1785714286,0.0970695971,,
7C5B9552,Reference priors for discrete graphical models,0.167989418,0.0970695971,,
76651213,Parametrizations and reference priors for multinomial decomposable graphical models,0.167989418,0.0970695971,,
751C10B2,A probabilistic graphical model approach to stochastic multiscale partial differential equations,0.167989418,0.0970695971,,
5D7EA4EE,Alternative parametrizations and reference priors for decomposable discrete graphical models,0.167989418,0.0970695971,,
83C7FFB0,Testable Implications of Linear Structural Equation Models,0.167989418,0.0970695971,,
63EBC168,Interactive graphical representations of structure and behaviour for discrete event systems,0.1666666667,0.0970512821,,
7AA11AEE,Signed Directed Graph modeling of industrial processes and their validation by data-based methods,0.1439393939,0.097041847,,
7A7E8375,Data association by loopy belief propagation,0.1574074074,0.097008547,,
7B6E6DC3,Session MA3b: Graphical models in signal processing I,0.1574074074,0.097008547,,
5E1DDE8E,Nonparametric Belief Propagation and Facial Appearance Estimation,0.1574074074,0.097008547,,
7D07BD81,Minimum distance lower bounds for girth-constrained RA code ensembles,0.1785714286,0.096986347,,
5A8CDF27,Graph-based model manipulation in management accounting DSS,0.1216931217,0.096986347,,
011C2D8A,MAP Estimation of Unobserved Variables in Conditional Gaussian Distributions,0.15,0.096969697,,
81100A31,A tutorial on theoretical issues in probabilistic artificial intelligence,0.15,0.096969697,,
76317887,Pest Vulnerability Matrix (PVM): A graphic model for assessing the interaction between tree species diversity and urban forest susceptibility to insects and diseases,0.15,0.0969592907,,
7CCB47B6,A probabilistic discriminative approach for situation recognition in traffic scenarios,0.1574074074,0.0969119769,,
7D934CBB,A hybrid graphical model for robust feature extraction from video,0.1785714286,0.0969030969,,
0FA91671,A Hybrid Graphical Model for Robust Feature Extraction from Video,0.1785714286,0.0969030969,,
80DB8F34,Latent grouping models for user preference prediction,0.1507936508,0.0969030969,,
7E6572A6,Tree Expectation Propagation for ML Decoding of LDPC Codes over the BEC,0.1369047619,0.0969030969,,
106B26B8,Probabilistic models for quality control in environmental sensor networks,0.1666666667,0.0968925519,,
7D583F54,Modeling and code generation of recursive algorithms with extended UML Activity Diagrams,0.1785714286,0.0968152218,,
7CD75A40,Addressing student models of energy loss in quantum tunnelling,0.1142857143,0.0967948718,,
7E24127D,Importance sampling-based estimation over AND/OR search spaces for graphical models,0.1666666667,0.0967482517,,
2F2709DB,Submitted to the Statistical Science Estimation of HIV burden through Bayesian evidence synthesis,0.15,0.0967032967,,
79AA0ABA,Comments on `Stochastic geometry effects in MOS transistors',0.1342592593,0.0966856061,,
1099FBCB,Formal Modeling of Synchronization Methods for Formal Modeling of Synchronization Methods for Concurrent Objects in Concurrent Objects in Ada 95 Ada 95,0.1574074074,0.0966502633,,
755393C8,Optimising the design of building envelopes for thermal performance,0.1439393939,0.0965700966,,
7B9B597A,Integrated analysis and design tool for the strut-and-tie method,0.1082251082,0.0965700966,,
7E0210A0,Error detection and display for graphical modeling environments,0.1666666667,0.0965151515,,
5E40259A,Toward Conditional Models of Identity Uncertainty with Application to Proper Noun Coreference,0.1574074074,0.0964957265,,
7F269CE3,Conditional Models of Identity Uncertainty with Application to Noun Coreference,0.1574074074,0.0964957265,,
7A25137D,High-dimensional structure estimation in Ising models: Local separation criterion,0.1574074074,0.0964957265,,
7EAA6BA1,Bayesian graphical models for regression on multiple data sets with different variables,0.1574074074,0.0964957265,,
7A3701D2,Research issues in model-based visualization of complex data sets,0.1574074074,0.0964957265,,
08CB7A81,Unifying cluster-tree decompositions for automated reasoning in graphical models,0.1388888889,0.0964366516,,
61E0A20B,"A Distributable, Display-Device-Independent Vector Graphics System for Command and Control",0.1369047619,0.0964235764,,
7B1B6E81,Histogram-Based Training Initialisation of Hidden Markov Models for Human Action Recognition,0.167989418,0.0964202464,,
7CCBE840,The influence of real estate risk on market volatility,0.15,0.0963636364,,
02165FBD,"Energy balance and the Malthusian parameter, m , of grazing small rodents",0.1439393939,0.0963582714,,
7F9E252D,Control of directed formations with a leader-first follower structure,0.1574074074,0.0963383838,,
76796417,Pedigree likelihood ratio for lineage markers,0.1574074074,0.0963383838,,
7A14C6FA,Structure Learning of Large Scale Bayesian Network,0.1574074074,0.0963383838,,
06FB6DCD,Principled Computational Methods for the Validation and Discovery of Genetic Regulatory Networks,0.1574074074,0.0963383838,,
80E1FBDE,Reverse-engineering transcriptional modules from gene expression data,0.1157407407,0.0963383838,,
0B375652,The U.S. Geological Survey Multi-dimensional Surface Water Modeling System,0.1388888889,0.0963369963,,
7E765A4B,Assessing sexual conflict in the Drosophila melanogaster laboratory model system,0.15,0.0963177174,,
7FE724BA,Probability Convergence in a Multithreaded Counting Application,0.130952381,0.0963141026,,
7BC62ED1,Leveraging Knowledge-based Inference for Material Classification,0.1083333333,0.0963141026,,
81773A6E,Bayesian networks in probabilistic relational data mining,0.1574074074,0.0962962963,,
811C1D22,Bayesian Networks for Data Mining,0.1574074074,0.0962962963,,
7FEB10F2,Predictive modeling-based data collection in wireless sensor networks,0.1666666667,0.0962301587,,
5ED5584B,Scaling Up Machine Learning: Scaling Up Machine Learning: Introduction,0.1439393939,0.0961467104,,
05EA0E95,The role of disturbance and resource availability in structuring plant communities,0.1083333333,0.0961467104,,
047143CC,Premature arterial and venous events in three families: Effect of folate levels and MTHFR mutation mediated by family/generation and homocysteine levels,0.1666666667,0.0960579351,,
77C159F1,Dynamic Possibilistic Networks: Representation and Exact Inference,0.1574074074,0.096011396,,
7AAA77E3,Evolution of the Human Figure in a Three-Dimensional Medium.,0.1574074074,0.096011396,,
79FF651D,Tree dispersion in oak-dominated forests along an environmental gradient,0.1574074074,0.096011396,,
010F4D91,Multivariate belief functions and graphical models,0.1574074074,0.096011396,,
5C4F0209,Latent influence propagation on dynamic networks,0.1574074074,0.096011396,,
7A077500,A state-space mixed membership blockmodel for dynamic network tomography,0.1574074074,0.096011396,,
797D4CB6,Logical and Algorithmic Properties of Conditional Independence and Graphical Models,0.1574074074,0.096011396,,
6D21D35D,From continuous to discrete variables for Bayesian network classifiers,0.1574074074,0.096011396,,
7C19C4DC,A few good predictions: selective node labeling in a social network,0.1574074074,0.096011396,,
06E0D6D8,Graphical Models to Causal Discovery from Data,0.1574074074,0.096011396,,
79A1DAAF,Belief Propagation for Distributed Downlink Beamforming in Cooperative MIMO Cellular Networks,0.1574074074,0.096011396,,
7CF15BEE,On the quantitative analysis of deep belief networks,0.1574074074,0.096011396,,
60FB5C6E,GroupLiNGAM: Linear non-Gaussian acyclic models for sets of variables,0.1574074074,0.096011396,,
7798651D,An integrated statistical model for multimedia evidence combination,0.1574074074,0.096011396,,
7C122049,Data driven mean-shift belief propagation for non-gaussian MRFs,0.1157407407,0.096011396,,
7D8C22CE,Network Inference from Co-Occurrences,0.1157407407,0.096011396,,
768F7EB9,Dependency parsing by belief propagation,0.1157407407,0.096011396,,
7CE05D49,Network Inference From Co-Occurrences,0.1157407407,0.096011396,,
7F2714AC,ChemInk: a natural real-time recognition system for chemical drawings,0.1666666667,0.0959353147,,
78FF03FA,Relationship of causal effects in a causal chain and related inference,0.1666666667,0.0959353147,,
8006380A,Use Ponchon-Savarit in your process simulation: Part 2,0.130952381,0.0959353147,,
7F3CF2AF,Iterative decoding of compound codes by probability propagation in graphical models,0.1785714286,0.0959249084,,
7F9FC5C6,Structural Learning of Chain Graphs via Decomposition.,0.1785714286,0.0958747135,,
7FCDF86F,Accelerating Newton Optimization for Log-Linear Models through Feature Redundancy,0.1157407407,0.0958485958,,
